Tag 1,Tag 2,Tag 3,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Your Comments
5. Processing Facility,5.2. Chemical Management and Restrictions,5.2.15,"Pellet, flake, filament or fibrous form recycled outputs are tested for restricted substances prior to further processing, and records of test results are maintained.","1) Testing is required for Textile Exchange data collection, restricted chemicals' potential impact on recycling, and knowledge building on recycled materials. 

2) Test parameters, limit values, test methods, sampling requirements, frequency, etc., is proposed to be undertaken in the next phase of work by promoting any work done by external stakeholders on the topic of reclaimed textile.","Conformance-Related, MEL Indicator",Minor,Recycled,
5. Processing Facility,5.2. Chemical Management and Restrictions,5.2.16,"Prior to scouring, the sum totals provided in the list below are not exceeded for wool ectoparasiticide concentrations on raw wool.
Restrictions on ectoparasiticide concentrations in wool (sum total limit value):
a) γ-hexachlorocyclohexane (lindane), α-hexachlorocyclohexane, β-hexachlorocyclohexane, δ-hexachlorocyclohexane, aldrin, dieldrin, endrin, p,p'-DDT, p,p'-DDD - 0.5 ppm;
b) Cypermethrin, deltamethrin, fenvalerate, cyhalothrin, flumethrin - 0.5 ppm;
c) Diazinon, propetamphos, chlorfenvinphos, dichlofenthion, chlorpyriphos, fenchlorphos - 2 ppm; and
d) Diflubenzuron, triflumuron, dicyclanil - 2 ppm.","1) These requirements shall not apply if documentary evidence can be presented that establishes the identity of the farmers producing at least 75% of the wool fibers in question, together with an independent verification based on site visits that the substances listed in the criterion have not been applied to the animals or the fields where they had been raised.

2) Wool scourers that, through incineration, break down the aforementioned ectoparasiticides that may be present in the scouring residues and sludge, are derogated from the requirement for wool testing, but must comply with at least one of the measures as below:
- Recovery for sale as a chemical feedstock;
- The production of compost or liquid fertilizer;
- The manufacturing of products such as building materials; or
- Treatment and energy recovery by anaerobic digestion or incineration.","Leadership, MEL Indicator",Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere",
5. Processing Facility,5.2. Chemical Management and Restrictions,5.2.17,"In the scouring process, the organization uses the optimum amounts of alkali and other chemicals, in accordance with the technical specifications for those products.",,Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Cashmere",
5. Processing Facility,5.3. Waste Management,5.3.1,The organization has a Waste Management Plan in place to minimize pollution and health risks from organic and other production-related wastes. ,"1) Most criteria in subsection 5.3 apply to the management, handling, and disposal of non-fiber related waste generated at the facility, except when the criterion explicitly talks about the recycling and reclaimed material.

2) Production-related waste may include: organic, chemical, hazardous, and packaging materials.

3) The Waste Management Plan shall include baseline measures, continuous improvement targets, as well as maintaining records of disposal sites.",Conformance-Related,Minor,Cotton,
5. Processing Facility,5.3. Waste Management,5.3.2,An internal waste inspection is performed annually to establish a baseline measurement and inform the development of continuous improvement targets for the Waste Management Plan.,"1) The inspection is an assessment of a selection of on-site waste disposal and recycling sites and bins, to evaluate the correct implementation of the Waste Management Plan, as well as help guide improvements of processes and training of workers for its implementation.","Conformance-Related, MEL Indicator",Minor,Cotton,
5. Processing Facility,5.3. Waste Management,5.3.3,Landfill/incineration avoidance targets are met by five (5) years from initial certification.,1) Avoidance targets may be based on minimum percentage reductions per waste category and tracked in the Waste Management Plan.,"Leadership, MEL Indicator",Recommendation,Cotton,
5. Processing Facility,5.3. Waste Management,5.3.4,The organization measures and maintains records of the amount of waste produced on a monthly basis.,,"Conformance-Related, MEL Indicator",Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.5,The organization sets targets for a meaningful reduction in waste production and improvements in waste management and reviews its progress annually.,"1) When assessing whether the targets set for improvements are meaningful, the auditor shall consider how advanced the organization is and how much improvement is adequate and/or realistic.","Conformance-Related, MEL Indicator",Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.6,The organization routinely looks for and implements ways to increase the reuse and/or recycling.,,Conformance-Related,Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.7,"Material recyclers who collect reclaimed material from their own processing, retain the following records to verify their volume of recycling:
a) Records of all materials entering the recycling process;
b) A description of the reclaimed material, and the stage where the waste was collected;
c) Any other relevant transfer notes;
d) Reclaimed material declaration forms may be used in lieu of the records listed above;
e) Evidence to show how the current process has created a recycling route and avoids previous disposal routes, with documentation to prove how material was previously disposed of prior to the in-house recycling taking place; and
f) Declaration forms provided from all material recyclers for in-house recycling (all recycled inputs).","1) Records may be reviewed to check that no excess waste is generated.

2) Regarding e) from the criterion: this could include, but not limited to, demonstration of the reduction of virgin inputs required.

3) For more guidance on what is accepted as Pre-Consumer Reclaimed Textile Material, please refer to our supporting document titled ""Textile Exchange Guide to Recycled Inputs"".","Conformance-Related, MEL Indicator",Critical,Recycled,
5. Processing Facility,5.3. Waste Management,5.3.8,Inputs for recycling are from a textile feedstock and are recycled into outputs that are usable for textile applications.,,Leadership,Recommendation,Recycled,
5. Processing Facility,5.3. Waste Management,5.3.9,All waste materials are collected and treated properly.,"1) ""Treated properly"" means implementing the best available method for waste management, such as waste handling, storage, and disposal, each designed to address the distinct types of waste and minimized their potential risks.",Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.10,"The organization, through its Waste Management Plan, implements a hierarchy of waste management for all non-hazardous waste: source reduction and reuse, recycling and composting, energy recovery, and treatment and disposal.","1) The organization should aim for resources conservation and environmental protection throughout the planning of waste disposal for all non-hazardous wastes on-site, by implementing a hierarchy of waste management through the Waste Management Plan.",Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.11,"Waste collection and recycling programs are used, when available.","1) The organization makes use of waste collection services and participate in recycling initiatives, if such programs are accessible and offered in the area or region.

2) Qualifying voluntary programs may include those organized by the municipality, community extension offices, or private collection schemes.",Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.12,"Organic waste may only be burned if necessary to control weeds, pests, and diseases, as indicated by local regulations, or for recognized sustainability purposes. Incinerators or other methods designed for the specific type of waste are used.","1) The organization may only burn organic waste and crop residues when in accordance with legal guidelines. The sites where these disposal methods take place must follow proper environmental, health, and safety protocols, be indicated in the Waste Management Plan, and be observed during the audit. Burning may be recognized as part of a sustainability practice, if used for energy production.",Conformance-Related,Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere",
5. Processing Facility,5.3. Waste Management,5.3.13,"The organization obtains necessary permits/licenses and stays updated on changes to relevant legal requirements and regulations, to ensure ongoing waste management compliance.",,Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.14,Waste contractors have all the required permits.,,Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.15,Hazardous and non-hazardous waste is segregated.,"1) Hazardous waste, as defined per the categories stipulated by local regulations.

2) In the absence of any local regulations, hazardous waste refers to any waste material that has one or more of the following characteristics: Ignitability, Corrosivity, Reactivity, or Toxicity. ",Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.16,Workers are trained on the proper handling and segregation of waste.,,Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.17,"Procedures for waste inventory, management, storage, and transportation, are in place for all waste streams.",,Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.18,"Waste procedures include measures to improve environmental safety, and how to minimize the workers' health risks.",,Conformance-Related,Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.3. Waste Management,5.3.19,"There is no open air/forbidden on-site waste burning, or uncontrolled waste landfilling occurring on site.",1) Criterion is not applicable to waste incineration for energy recovery happening on-site with permits.,Conformance-Related,Major,"Recycled, MMCF",
5. Processing Facility,5.3. Waste Management,5.3.20,"The organization is using in-house sustainable energy sources by transforming its waste into usable resources (e.g., by means of composting, generation of biogas, or production of biofuels).",,Leadership,Recommendation,"Cotton, Sheep wool",
5. Processing Facility,5.4. Water Use and Discharge,5.4.1,The organization sets targets for meaningful improvements in water usage and reviews its progress annually.,"1) When assessing whether the targets set for improvements are meaningful, the auditor shall consider how advanced the organization is, and how much improvement is adequate and/or realistic.","Conformance-Related, MEL Indicator",Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.2,The organization measures and maintains a record of its monthly water usage.,,"Conformance-Related, MEL Indicator",Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.3,The organization monitors its compliance with relevant legal requirements related to its water usage.,,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.4,The organization monitors and maintains records of its compliance with the relevant legal requirements related to wastewater/effluent.,"1) Off-site treatment: The Common Effluent Treatment Plant (CETP) is legally operating by providing the existence of a permit, agreement, or contract with the certified site or with any other system participant, such as the local pollution control board.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.5,"The organization has a drainage plan in place, which includes wastewater flow direction and discharge points.",,Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.6,"If an organization elects to treat wastewater on-site, the organization meets minimum requirements in accordance with the Foundational Level for (Heavy Metals, Conventional and Anions) parameters of the latest version of the ZDHC's Wastewater Guidelines (WWG), or national and local requirements where these are more stringent, before discharging it to the environment.","1) MMCF manufacturers shall follow the ""Wastewater"" chapter of the latest version of the ZDHC MMCF Guidelines.

2) Wool scourers shall meet the following chemical oxygen demand (COD) values for the final discharge of effluent from wool scouring:
- Coarse wool: 25 g COD/kg of greasy wool; and
- Fine wool: 45 g COD/kg of greasy wool.

3) The latest version of the ZDHC WWG under its scope does not cover effluent discharge from polymer manufacturing and raw wool scouring, but whenever ZDHC releases a version with dedicated guidance around these materials, the organization shall follow it.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.7,Sludge from the water treatment system is properly treated and disposed of.,"1) On-site treatment: The organization shall provide a copy of the valid contract between the site and the sludge disposal contractor.

2) Off-site treatment: Sludge generated by the CETP meets local legal parameters.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.8,"Wool scourers having on-site treatment for effluent discharge should have at least one of the following measures to recover value from either oxidized grease, fiber, suint, or sludge arising from the scouring:
a) Recovery for sale as a chemical feedstock;
b) The production of compost or liquid fertilizer;
c) The manufacturing of products such as building materials; or
d) Treatment and energy recovery by anaerobic digestion or incineration.",1) Wool scourers who implement this criterion shall be exempted from testing of ectoparasiticide on raw wool prior to scouring.,Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere",
5. Processing Facility,5.4. Water Use and Discharge,5.4.9,Wastewater testing is conducted at least every six (6) months by trained workers. ,"1) Only applicable to on-site treatment facility.

2) Workers should use equipment as directed by the ZDHC’s Approved Wastewater testing laboratories.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.10,"Where an organization chooses to treat wastewater off-site, it ensures that the treatment facility has adequate capacity for the volume of wastewater to be received.",,Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.11,Reverse osmosis water treatment is used on wastewater after it is discharged from the processing system.,"1) Requirement applicable at the facility level, not at the farm level.",Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.12,An automatic control system is in place to provide water for the scouring process.,"1) Requirement applicable at the facility level, not at the farm level.",Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.4. Water Use and Discharge,5.4.13,"The organization has a system in place to reuse water before it is discharged, to maximize the resource and reduce overall water use.","1) Requirement applicable at the facility level, not at the farm level.",Leadership,Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.1,"The organization has a plan in place to measure, monitor, and reduce harmful air pollutants (e.g., carbon monoxide, nitrogen oxides, volatile organic compounds, particulate matter, greenhouse gas -GHG- emissions, etc.).","1) Requirement applicable at the facility level, not at the farm level.","Leadership, MEL Indicator",Recommendation,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.2,The organization sets targets for meaningful reduction of air emissions and reviews its progress annually.,"1) Requirement applicable at the facility level, not at the farm level.

2) When assessing whether the targets set for improvements are meaningful, the auditor shall consider how advanced the organization is, and how much improvement is adequate and/or realistic.","Conformance-Related, MEL Indicator",Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.3,The organization meets all relevant legal requirements related to air emissions and maintains monitoring records.,"1) Requirement applicable at the facility level, not at the farm level.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.4,"The organization maintains up-to-date permits, as required/applicable.","1) Requirement applicable at the facility level, not at the farm level.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.5,The organization maintains an inventory of main point source emissions to the air.,"1) Requirement applicable at the facility level, not at the farm level.

2) The U.S. Environmental Protection Agency (EPA) defines point source pollution as ""any single identifiable source of pollution from which pollutants are discharged, such as a pipe, ditch, or factory smokestack.""","Conformance-Related, MEL Indicator",Major,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.6,The potential for fugitive emissions is regularly assessed and addressed as necessary.,"1) Requirement applicable at the facility level, not at the farm level.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.5. Air Emissions,5.5.7,"Equipment containing Ozone-Depleting Substances (ODS), or any other potential air pollutants, undergoes regular maintenance to prevent and detect fugitive emissions.",1) The list of ODS under the Montreal Protocol can be found at: https://www.epa.gov/ozone-layer-protection/ozone-depleting-substances ,Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.1,The organization has a written Energy Management Plan in place to track and monitor the use of all energy inputs for the purposes of improving energy efficiency and reducing fossil-fuel based energy sources over time.,1) Energy inputs monitored at the facility level include fuel use for machinery and electricity consumption (kWh) on-site.,"Conformance-Related, MEL Indicator",Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.2,The organization meets all the relevant legal requirements related to energy use and maintains monitoring records.,"1) The organization stays updated with local, regional, and national laws and regulations related to energy use, and regularly reviews the relevant legislation and regulatory requirements to ensure compliance. This may include laws related to energy efficiency, emissions, renewable energy, and other energy-related matters.",Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.3,"The organization measures and maintains records of its energy usage, on a monthly basis.",,"Conformance-Related, MEL Indicator",Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.4,"The organization sets targets for meaningful improvements in energy usage, and reviews its progress annually.","1) When assessing whether the targets set for improvements are meaningful, the auditor shall consider how advanced the organization is, and how much improvement is adequate and/or realistic.","Conformance-Related, MEL Indicator",Minor,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.5,"The organization employs the use of any available renewable energies (e.g., biofuels, biogas, solar, or wind energy), produced on site or procured, for some or all of its energy needs.",1) The use of renewable energies is recorded in the Energy Management Plan and used to yield a percentage of total energy utilization as renewable.,Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.6,The organization is moving towards renewable energy as its main source of electricity.,"1) ""Renewable energy"" can mean solar, wind, hydro/water, biogas, geothermal and other non fossil-fuel sources.",Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.7,"The organization is moving towards energy-efficient equipment by replacing old, inefficient equipment to help reduce energy use.",1) A list of characteristics for preferred equipment can be found in ANNEX 5.,Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.8,"Machinery and equipment are optimized for reduced energy use, by adjusting speed and power of motors relevant to the type of processing.",,Leadership,Recommendation,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Recycled, MMCF, Biomaterials",
5. Processing Facility,5.6. Energy Use,5.6.9,Dissolving Grade (DG) Pulp manufacturers recover value from their spent liquors by generating at minimum 50% on-site electricity and steam.,"1) Even when the material category is ""MMCF"", this criterion is applicable to both virgin and recycled pulp manufacturing.

2) DG Pulp manufacturers have an appropriate energy equipment installed in the manufacturing site.",Conformance-Related,Major,MMCF,
5. Processing Facility,5.6. Energy Use,5.6.10,"For the viscose liquid process, the vacuum steam jet pump is optimized to reduce steam consumption.","1) Even when the material category is ""MMCF"", this criterion is applicable to both virgin and recycled MMCF.",Leadership,Recommendation,MMCF,
5. Processing Facility,5.6. Energy Use,5.6.11,"For the viscose liquid process, temperatures of caustic soda aqueous and solution are lowered, to reduce steam consumption.","1) Even when the material category is ""MMCF"", this criterion is applicable to both virgin and recycled MMCF.",Leadership,Recommendation,MMCF,
5. Processing Facility,5.6. Energy Use,5.6.12,The organization uses the oxidative properties of Hydroxyl Radical Active Oxygen to make viscose from pure cotton waste fabric with low temperature purification of dissolving pulp for fibers and lyocell fibers.,"1) Even when the material category is ""MMCF"", this criterion is applicable only to recycled pulp manufacturing.",Leadership,Recommendation,MMCF,
6. Chain of Custody,6.1. Applicability of the Content Claim Standard,6.1.1,"Processors and supply chain organizations after the first processor (e.g., brokers, distributors), are required to conform with the criteria of CCS-101 Content Claim Standard, instead of with this section of the unified standard.","1) The organization that performs the first transformation process after the harvest or collection of the raw material is, for instance:
- For recycled material: the material recycler;
- For cotton: the earliest processing stage following the farm (i.e., the ginning);
- For down: the slaughter site; and
- For animal fibers: the earliest site processing the animal fiber after the farm (typically the scouring). ",Conformance-Related,Major,"Cotton, Sheep wool, Mohair, Alpaca, Cashmere, Down, Recycled, MMCF, Biomaterials, Skins",
6. Chain of Custody,6.1. Applicability of the Content Claim Standard,6.1.2,"Organizations purchasing eligible material certified under a recognized standard are required to implement the CCS-101 Content Claim Standard, instead of this section of the unified standard.","1) Organizations that are first processors, purchasing eligible material with certification claims other than the unified standard, are required to be certified to the Content Claim Standard. 

2) Scenarios:
- A pulp mill purchasing wood chips from a forest management operation certified to a recognized forestry standard.
- A gin purchasing cotton from a producer certified to a recognized farm standard.",Conformance-Related,Major,"Cotton, Cashmere, Recycled, MMCF, Biomaterials",
6. Chain of Custody,6.1. Applicability of the Content Claim Standard,6.1.3,"Reclaimed material concentrators, as well as mechanical/chemical/molecular recyclers are required to implement the CCS-101 Content Claim Standard instead of this section of the unified standard.",,Conformance-Related,Major,Recycled,
6. Chain of Custody,6.1. Applicability of the Content Claim Standard,6.1.4,"An organization (farm or group), is not required to implement the CCS-101 Content Claim Standard, unless it conducts any of the following activities:
a) Purchasing material (certified or non-certified of the same fiber), from other organizations which are not part of the same unified standard scope certificate;
b) Any type of processing of the eligible material;
c) Outsourcing as defined in the CCS 101 Section C5, other than storage; or
d) Parallel production (e.g., raising different herds of animals of the same species, but some are certified and others are not certified).

NOTE: An organization not required to implement the CCS-101 is evaluated against this Chain of Custody section of the unified standard, as applicable to its activities.","1) This criterion describes which activities at raw material level require the Content Claim Standard to be implemented by the organization, in addition to the relevant requirements of the unified standard.

2) Scenarios:
- A down farm that conducts slaughter buying down from other slaughter sites (certified or not), is required to implement the Content Claim Standard.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.2. Material Handling,6.2.1,The organization keeps the certified material physically separated and properly identified from the non-certified material.,"1) If the organization conducts parallel production, it ensures that any non-certified material of the same fiber is kept physically separated, to prevent selling it with certified claims.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.2. Material Handling,6.2.2,"If the organization has storage facilities, the storage of certified material is managed in order to identify and segregate certified material from non-certified material. Procedures shall be in place to prevent commingling or substitution of the certified material with other materials.",,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.2. Material Handling,6.2.3,"If the organization outsources storage activities, then section C5 from the CCS-101 Content Claim Standard is implemented.",,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.3. Volume Reconciliation,6.3.1,"The organization maintains records of the following:
a) Volumes of material produced or collected;
b) Volumes of material sold as non-certified, and sold as certified under each applicable scope certificate; and
c) Technical specifications of material produced or collected.","1) Technical specifications for animal fibers = microns
- For fibers (PC0033, PC0034) = fiber length in mm and fiber fineness in applicable unit;
- For down and feather (RM0032, RM0039, RM0328, RM0329) = fill power.","Conformance-Related, MEL Indicator",Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.3. Volume Reconciliation,6.3.2,"The organization calculates the capacity of the farm, in terms of quantity of material (i.e., yield), which can be produced per year.","1) The farm's operational capacity aligns with the projected annual production volume. The organization undertakes rigorous calculations, providing justifications that lead to a credible assessment of the farm capacity.

2) This is needed to measure the organization's potential, and as a prerequisite to conduct volume reconciliation. Describing an organization's capacity includes land area and usage, number of animals, yield per animal, yield per hectare, considering parallel production and other relevant factors.

3) The determination of animal fibers involves assessing the count of animals and the yield from each individual animal. For down production, the organization considers the frequency of animal cycles within a year.","Conformance-Related, MEL Indicator",Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.3. Volume Reconciliation,6.3.3,"The organization conducts an annual volume reconciliation, which demonstrates that the volume of material sold as certified is credible based on the balance of materials produced, sold (with or without certification claims), and any existing inventory.","1) The objective of volume reconciliation is to ensure that the certified output volume is credible based on the farm capacity.

2) For Group Certification, the volume reconciliation may be done by the ICS instead of by each farm member.

3) A suggested template will be provided for organizations to use.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.4. Sale of Certified Materials,6.4.1,"The organization holds a valid unified standard scope certificate whenever the material is shipped or sold with certification claims. Otherwise, the material shall not be considered to be certified.","1) The seller is always required to hold a valid scope certificate in order to sell materials as certified. Any material which is processed, shipped, or sold by the applicant before a scope certificate is issued, or after a scope certificate expires, shall not be considered as certified, and is not eligible for a transaction certificate.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.4. Sale of Certified Materials,6.4.2,"The material is eligible to be sold as certified by a farm if the farm first becomes certified no later than one (1) year after the time the animals were shorn, providing the following points are met:
a) At the time of the audit, no critical non-conformities are found;
b) Traceability of the previously shorn material confirms it comes from the audited farm; and
c) The farm has never mulesed or has achieved ceased mulesing status one year prior to the audit (wool only).","1) The seller is always required to hold a valid scope certificate in order to sell materials as certified. Any material which is processed, shipped, or sold by the applicant before a scope certificate is issued, or after a scope certificate expires, shall not be considered as certified, and is not eligible for a transaction certificate.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca",
6. Chain of Custody,6.4. Sale of Certified Materials,6.4.3,"The organization applies for a transaction certificate (TC) from its certification body for all materials sold by the organization to another business which reference the unified standard on sales or shipping documents, which carry the unified standard logo, and/or which are identified as certified to the unified standard in marketing materials.",,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.4. Sale of Certified Materials,6.4.4,"The transaction certificate application includes documented proof of the sale of certified material. The organization provides the information requested by the certification body, which may include but is not limited to:
a) Invoices, purchase orders, financial records, third party material quality test reports, and shipping documents (e.g., government transportation documents) that show outgoing materials have been sold to the named buyer of the materials; and
b) The identity of the certified materials, quality, and quantities.","1) It is important to apply for a transaction certificate as soon as possible after the order is shipped. Transaction certificate applications received by the certification body more than 90 days after the shipment date or after a change in certification bodies might not be eligible for a transaction certificate. For exact transaction certificate application timelines, please refer to ASR-104 Policy for Transaction Certificates.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.4. Sale of Certified Materials,6.4.5,"For Group Certification, the ICS requests transaction certificates from its certification body for each sale of certified material by the ICS.","1) A Farm Group Member may request transaction certificates from the certification body, provided that prior notice to the ICS has been given and the ICS has granted permission to do so to the Farm Group Member.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.5. Logo Use and Claims,6.5.1,Only certified organizations with a valid scope certificate make use of the unified standard logos and/or claims as permitted in the Claims Policy.,,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.5. Logo Use and Claims,6.5.2,"Only certified materials with a valid transaction certificate, and that are eligible for labeling, make use of the unified standard label and/or claims as permitted in the Claims Policy.",,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
6. Chain of Custody,6.5. Logo Use and Claims,6.5.3,"In case of public facing use of the logo and/or claims, an approval is obtained in accordance with the Claims Policy prior to use.",,Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
7. Group Certification,7.1. Group Management,7.1.1,The group is managed by a legal entity which represents the entirety of the group members and is considered to be the applicant or certified organization on behalf of its members.,"1) ""Legal entity"" in this context can be a legally established organization (e.g., a commercial enterprise, an association, a cooperative, a non-governmental organization, etc.), or an individual person having the legal permits to operate in the country.

2) A legal entity can manage more than one certified group, provided it has enough capacity and resources to manage more than one certificate.",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Down",
