Tag1,Score,Best Segment,2nd Best Segment
4. Animal Welfare 4.10. Euthanasia and On-Farm Slaughter 4.10.17,0.16141614323087203,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been","were made from Draft 1 moving towards Draft 2. The other criteria not summarized below and related to chemical management, waste management, water use and discharge, air emissions, and energy use of this section remain unchanged and are applicable to animal materials at the facility level. Chemical management and restrictions One addition in this sub-section related to animal materials is the introduction of a new leadership level/recommended chemical restriction requirement that is applicable to all types of animal fibers. The criterion is about the presence of ectoparasiticide concentration on raw fiber prior to scouring. The criterion provides a list of"
4. Animal Welfare 4.10. Euthanasia and On-Farm Slaughter 4.10.18,0.1458572702872356,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been","were made from Draft 1 moving towards Draft 2. The other criteria not summarized below and related to chemical management, waste management, water use and discharge, air emissions, and energy use of this section remain unchanged and are applicable to animal materials at the facility level. Chemical management and restrictions One addition in this sub-section related to animal materials is the introduction of a new leadership level/recommended chemical restriction requirement that is applicable to all types of animal fibers. The criterion is about the presence of ectoparasiticide concentration on raw fiber prior to scouring. The criterion provides a list of"
4. Animal Welfare 4.10. Euthanasia and On-Farm Slaughter 4.10.19,0.20996859099325763,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans"
4. Animal Welfare 4.11. Slaughterhouse 4.11.1,0.22634895519019646,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been","request certification to the unified standard, but this will still be optional as this year is transitional for sites already certified to any of the previous standards (i.e., Global Recycled Standard – GRS, Recycled Claim Standard – RCS, Responsible Wool Standard – RWS, Responsible Mohair Standard – RMS, Responsible Alpaca Standard – RAS, Responsible Down Standard – RDS). During 2025, new certification applicants will have the option to request their audit to the unified standard, or to the applicable stand-alone standard, however we would encourage certification to the unified standard, given they will have to transition the following year. In"
4. Animal Welfare 4.11. Slaughterhouse 4.11.2,0.21184693045501038,added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds,weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both
4. Animal Welfare 4.11. Slaughterhouse 4.11.3,0.2569256602536841,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans","fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans UNIFIED STANDARD SYSTEM DRAFT 2 7 - The Land Management Plan was renamed to the Soil Health and Land Management Plan in Draft 2 to ensure clarity on which focus area of the Land Use section it relates to. - Land tenure description has been added as a requirement in"
4. Animal Welfare 4.11. Slaughterhouse 4.11.4,0.21157133653362525,"their scale and reach. In the case of the unified standard development, the original outcomes outlined in the Responsible Animal Fiber (RAF) Framework Theory of Change still hold true. The RAF standards were designed to recognize and reward farmers who meet good practice requirements for animal welfare, land management, and social areas. Certification to the standards allows market access to international buyers who have expectations for raw material production across the key topics listed above. In addition to independent evaluation of conformance-based criteria required for certification, MEL indicators in the unified standard are designed to monitor interventions related to the","SYSTEM DRAFT 2 5 Updates from Draft 1 The following is an overall summary of what has changed for animal materials from the Responsible Down Standard (RDS) and the Responsible Animal Fibers (RAF) standards – comprising the Responsible Wool Standard (RWS), Responsible Mohair Standard (RMS), and Responsible Alpaca Standard (RAS) – to Draft 1 of the unified standard and the new Draft 2. Yak The criteria for yak that were introduced in Draft 1 have been removed from the scope of Draft 2. Work had been carried out researching relevant welfare and land use topics for yak, and there were"
4. Animal Welfare 4.11. Slaughterhouse 4.11.5,0.17742841047377259,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from,"SYSTEM DRAFT 2 5 Updates from Draft 1 The following is an overall summary of what has changed for animal materials from the Responsible Down Standard (RDS) and the Responsible Animal Fibers (RAF) standards – comprising the Responsible Wool Standard (RWS), Responsible Mohair Standard (RMS), and Responsible Alpaca Standard (RAS) – to Draft 1 of the unified standard and the new Draft 2. Yak The criteria for yak that were introduced in Draft 1 have been removed from the scope of Draft 2. Work had been carried out researching relevant welfare and land use topics for yak, and there were"
4. Animal Welfare 4.11. Slaughterhouse 4.11.6,0.1824670414604057,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from
4. Animal Welfare 4.11. Slaughterhouse 4.11.7,0.23357858030461173,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been",weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both
4. Animal Welfare 4.11. Slaughterhouse 4.11.8,0.17795272566477943,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been","– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.11. Slaughterhouse 4.11.9,0.19228034528207485,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from
4. Animal Welfare 4.11. Slaughterhouse 4.11.10,0.162094724468234,"on effluent discharge by ensuring offsite discharging facilities are exempted from meeting requirements outside of legal parameters. We have also clarified limit values for COD discharge from wool scouring in the performance determination. We also do provide guidance in the performance determination for facilities to adopt guidelines that are planned to be released by ZDHC on wool that would include requirements related to wastewater discharge. Additionally, we have introduced a new leadership level (recommended) criterion focusing on raw animal fiber scouring by asking the scouring facilities to recover value from the by-products generated during the wool scouring process. Grease, suint,","– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum"
4. Animal Welfare 4.11. Slaughterhouse 4.11.11,0.1240656499471025,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum","time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been"
4. Animal Welfare 4.11. Slaughterhouse 4.11.12,0.17261289362729035,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to","were made from Draft 1 moving towards Draft 2. The other criteria not summarized below and related to chemical management, waste management, water use and discharge, air emissions, and energy use of this section remain unchanged and are applicable to animal materials at the facility level. Chemical management and restrictions One addition in this sub-section related to animal materials is the introduction of a new leadership level/recommended chemical restriction requirement that is applicable to all types of animal fibers. The criterion is about the presence of ectoparasiticide concentration on raw fiber prior to scouring. The criterion provides a list of"
4. Animal Welfare 4.11. Slaughterhouse 4.11.13,0.18609832622356137,"– this aligns with an animal fiber criterion. • Handling and transport managed by the organization - The criterion that requires birds to be given feed and water if the loading, transport and unloading time exceeds eight hours has been revised to limit transport to four hours, counting from the time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum","time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been"
4. Animal Welfare 4.11. Slaughterhouse 4.11.14,0.121469883934127,"Standard – RAS, Responsible Down Standard – RDS). During 2025, new certification applicants will have the option to request their audit to the unified standard, or to the applicable stand-alone standard, however we would encourage certification to the unified standard, given they will have to transition the following year. In 2026, the standard will be mandatory for both already certified sites as well as for new applicants, meaning all sites will need to be certified to the unified standard system. Existing previous standards superseded by the unified standard will be retired. UNIFIED STANDARD SYSTEM DRAFT 2 3 Overview of the",in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from
4. Animal Welfare 4.11. Slaughterhouse 4.11.15,0.26220026884853187,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from,"time the truck leaves the certified site until birds are unloaded. Performance determination notes that this is not applicable to the transport of newly hatched ducklings and goslings. • Euthanasia and on-farm slaughter - In response to reviewer feedback on the use of cervical dislocation, new criteria around the maximum weight of birds that can be euthanized by this method have been added. - The signs of death that must be observed before euthanized animals are moved or disposed of have also been added. • Slaughter - A requirement for slaughter sites to have documented standard operating procedures has been"
4. Animal Welfare 4.11. Slaughterhouse 4.11.16,0.15504800412014336,vet with mandatory pain relief that were previously only covered in the User Manual for RWS and RMS were included as conformance-related criteria in Draft 2. UNIFIED STANDARD SYSTEM DRAFT 2 6 - The possibility to use a scalpel (cold knife) for tail docking sheep – but only when pain relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely.,relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely. The performance determination gives an indication of the expected time needed to shear each type of animal. • Herd management - A new criterion about avoidance of mixing animals was introduced in Draft 1 but generated a lot of confusion as it was read as if there was a prohibition
4. Animal Welfare 4.11. Slaughterhouse 4.11.17,0.13416517254924631,vet with mandatory pain relief that were previously only covered in the User Manual for RWS and RMS were included as conformance-related criteria in Draft 2. UNIFIED STANDARD SYSTEM DRAFT 2 6 - The possibility to use a scalpel (cold knife) for tail docking sheep – but only when pain relief is available and used – was added in Draft 2. • Shearing - The requirement that alpacas are restrained for the minimum amount of time needed to shear them has been extended to sheep and goats in Draft 2. Restraint includes holding the animal so it cannot move freely.,"in order to preserve eligibility for markets that prohibit certain products (for example some meat programs prohibit the use of antibiotics). • Nutrition - Alignment was made with RDS to prohibit the use of growth promoters, as a new minor conformance level criterion. • Living environment - A recommendation that animals have access to natural light became a minor conformance-related criterion in Draft 2. - Alignment was made with RDS that, where automated or mechanical systems for ventilation are needed to maintain air quality, an alarm system is present that alerts workers to the failure of these systems. This is"
4. Animal Welfare 4.11. Slaughterhouse 4.11.18,0.14867631976790474,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to"
4. Animal Welfare 4.11. Slaughterhouse 4.11.19,0.23016893954272707,worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list,"age for lambs and kids reared by their mothers was increased from Draft 1 to Draft 2. • Handling and transport - Some amendments were made to the requirements around the use of working dogs for Draft 2, but the principle that working dogs are under the control of the worker remains. • Handling and transport managed by the certified organization - An exemption for the requirement to provide feed and water after 24 hours of transport (for species/types of animals permitted to be transported for this long) if the entire journey could be completed within 30 hours was removed"
4. Animal Welfare 4.11. Slaughterhouse 4.11.20,0.1371355297596792,"those within the Responsible Animal Fiber standards, while other criteria focus more on the implementation of systems than the RAF standards. The criteria within the drafts are applicable to tier 4/raw material/first production levels across each fiber and material category, with some specific conformance threshold differences to allow for relevance and accessibility to certified sites in different contexts. Between Draft 1 and Draft 2, we have focused on increasing the clarity of the criteria as well as the applicability to smaller organizations and those that are operating as part of a group. A criteria overview and purpose table have been","the requirement for the management of the risk of facial eczema only applies where the risk is applicable was added. • Water management - No additional amendments in Draft 2. • Biodiversity management - From the review of the first draft of the standard, it became evident that more clarity is needed on how and when the criterion permitting the use of a baiting program applies. It is for this reason that this criterion has been expanded to include sub-criteria (rather than the originally proposed list), each with its own performance determinations, to reiterate that this intervention only applies to"
4. Animal Welfare 4.11. Slaughterhouse 4.11.21,0.2884293981381994,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.22,0.21267327488049798,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.23,0.15235036223920054,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans"
4. Animal Welfare 4.11. Slaughterhouse 4.11.24,0.1657608598374654,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.25,0.21780886670029392,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.26,0.16243751306711288,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.27,0.14399539731345498,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to",added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds
4. Animal Welfare 4.11. Slaughterhouse 4.11.28,0.2504624586764137,added. - A new major-level criterion for there to be a person responsible for animal welfare has been added. Performance determination adds the detail that there must be someone who fulfills this role on-site whenever birds are being slaughtered. - A new requirement has been added that there is both primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds,"primary and reserve suitable equipment available for slaughter. - Criteria around the use of water bath stunning that was only in the user manual for RDS has been added – along with a leadership/recommended criterion that this method is not used (in recognition of the concerns about inverting live birds that are associated with this method). Human Rights and Livelihoods The Human Rights and Livelihoods section included within the unified standard drafts (1 and 2), aims to apply a systems and risk-based approach that aligns with OECD recommendations for supply chain due diligence. Some of the criteria are similar to"
4. Animal Welfare 4.11. Slaughterhouse 4.11.29,0.10723255906248523,in Draft 2. - The recommendation from the RDS that vehicles transporting animals should be clearly labeled as such on the outside of the transport vehicle in the local language has been incorporated as a recommendation for all species in Draft 2. • Euthanasia and on-farm slaughter - A list of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from,"of acceptable methods for stunning animals for euthanasia has been added. RAF includes a list of methods for on-farm slaughter but not euthanasia. - The signs that must be observed to confirm death have been updated. • Slaughterhouse - Slaughterhouse requirements are mandatory for sites involved in producing skins from fiber animals, and IF the organization wants to make certification claims about those skins. - In addition to the RAF requirements, the RDS requirement that slaughter sites comply with applicable legislation has been added for fiber animals in Draft 2. Animal Fibers (sheep wool, mohair, and alpaca) • Management plans"
4. Animal Welfare 4.11. Slaughterhouse 4.11.30,0.15042989781413607,"added to the Annexes to give an understanding of the context and intention behind each criteria category. UNIFIED STANDARD SYSTEM DRAFT 2 9 Some of the criteria have been combined to show the steps between policy and procedure creation, risk assessment stages, and proof of implementation. There have also been some adjustments to the performance determination requirements to allow smaller organizations more informality within their systems and approach. Adjustments were also made to some levels of conformity, including where some of the most serious labor rights harms are identified without remediation plans in place, the level of conformity can be","some adjustments to the performance determination requirements to allow smaller organizations more informality within their systems and approach. Adjustments were also made to some levels of conformity, including where some of the most serious labor rights harms are identified without remediation plans in place, the level of conformity can be raised to critical. Performance determination in the Human Rights section includes the applicability of criteria related to the size of the organization. Proposed definitions for small, medium, and large organizations are included with the standard content for review and feedback. Facility Section This paper focuses on the major changes that"
